order_id,customer_id,city,cuisine,order_value,delivery_time_min,rating,order_date,order_hour,day_of_week,month,month_num,is_repeat_customer
ORD001482,CUST02779,Pune,North Indian,351.02,16,3.7,2024-11-01,16,Friday,November,11,Repeat
ORD001483,CUST01186,Bangalore,Biryani,296.56,36,4.1,2024-08-07,12,Wednesday,August,8,Repeat
ORD001484,CUST02095,Hyderabad,South Indian,302.32,30,3.6,2024-02-28,21,Wednesday,February,2,Repeat
ORD001485,CUST02730,Pune,Biryani,489.22,38,4.5,2024-12-27,11,Friday,December,12,One-time
ORD001486,CUST02992,Mumbai,Biryani,407.43,23,3.2,2024-10-29,12,Tuesday,October,10,One-time
ORD001487,CUST00494,Hyderabad,Biryani,232.61,42,4.4,2024-04-08,16,Monday,April,4,Repeat
ORD001488,CUST02526,Hyderabad,Burger,365.59,43,4.3,2024-07-13,21,Saturday,July,7,Repeat
ORD001489,CUST02595,Ahmedabad,South Indian,188.1,23,4.6,2024-08-06,22,Tuesday,August,8,Repeat
ORD001490,CUST00212,Bangalore,South Indian,242.97,36,4.0,2024-05-23,21,Thursday,May,5,Repeat
ORD001491,CUST01012,Bangalore,Biryani,410.7,48,4.3,2024-01-21,9,Sunday,January,1,Repeat
ORD001492,CUST01169,Mumbai,Rolls,204.49,43,3.9,2024-02-21,21,Wednesday,February,2,Repeat
ORD001493,CUST01490,Bangalore,Biryani,336.19,43,2.8,2024-12-08,8,Sunday,December,12,Repeat
ORD001494,CUST01477,Chennai,South Indian,277.96,23,4.2,2024-10-28,21,Monday,October,10,Repeat
ORD001495,CUST02664,Bangalore,Chinese,220.84,41,3.7,2024-02-14,12,Wednesday,February,2,Repeat
ORD001496,CUST02466,Hyderabad,Chinese,168.37,39,3.4,2024-12-01,13,Sunday,December,12,Repeat
ORD001497,CUST01826,Kolkata,Biryani,463.71,35,4.0,2024-10-06,14,Sunday,October,10,One-time
ORD001498,CUST01943,Ahmedabad,Biryani,289.03,29,3.6,2024-03-19,8,Tuesday,March,3,Repeat
ORD001499,CUST02255,Chennai,Rolls,218.55,52,3.0,2024-10-13,15,Sunday,October,10,Repeat
ORD001500,CUST02580,Chennai,Rolls,228.46,15,3.5,2024-02-04,19,Sunday,February,2,Repeat
ORD001501,CUST02455,Bangalore,Desserts,114.05,21,3.1,2024-05-28,7,Tuesday,May,5,Repeat
ORD001502,CUST02842,Hyderabad,Burger,275.81,33,4.1,2024-09-10,18,Tuesday,September,9,Repeat
ORD001503,CUST00678,Mumbai,North Indian,351.79,38,4.1,2024-10-14,16,Monday,October,10,Repeat
ORD001504,CUST01113,Hyderabad,Biryani,373.39,23,4.7,2024-10-19,11,Saturday,October,10,Repeat
ORD001505,CUST02101,Mumbai,Pizza,272.87,26,3.9,2024-09-25,20,Wednesday,September,9,One-time
ORD001506,CUST02902,Bangalore,Biryani,293.28,31,4.1,2024-04-24,8,Wednesday,April,4,Repeat
ORD001507,CUST00161,Delhi,Rolls,195.68,26,3.7,2024-05-22,14,Wednesday,May,5,Repeat
ORD001508,CUST00212,Delhi,South Indian,279.09,40,4.9,2024-04-17,19,Wednesday,April,4,Repeat
ORD001509,CUST01424,Delhi,Desserts,194.25,46,2.7,2024-06-15,9,Saturday,June,6,Repeat
ORD001510,CUST00548,Mumbai,Chinese,333.47,34,3.5,2024-06-15,20,Saturday,June,6,One-time
ORD001511,CUST00043,Pune,Biryani,395.96,44,3.9,2024-05-23,11,Thursday,May,5,Repeat
ORD001512,CUST02693,Ahmedabad,Pizza,249.72,42,3.3,2024-10-25,10,Friday,October,10,Repeat
ORD001513,CUST01055,Pune,Chinese,295.17,32,3.7,2024-10-09,14,Wednesday,October,10,One-time
ORD001514,CUST01329,Bangalore,Chinese,333.64,25,5.0,2024-07-21,12,Sunday,July,7,Repeat
ORD001515,CUST02975,Mumbai,Biryani,207.0,29,4.1,2024-09-02,8,Monday,September,9,Repeat
ORD001516,CUST00758,Pune,Biryani,435.51,34,3.8,2024-10-18,20,Friday,October,10,Repeat
ORD001517,CUST01156,Hyderabad,Biryani,419.0,33,4.7,2024-03-31,20,Sunday,March,3,Repeat
ORD001518,CUST00770,Hyderabad,Biryani,459.74,44,3.0,2024-05-05,22,Sunday,May,5,Repeat
ORD001519,CUST02967,Mumbai,Pizza,313.65,32,3.3,2024-01-07,16,Sunday,January,1,Repeat
ORD001520,CUST00085,Hyderabad,Biryani,414.22,30,4.3,2024-11-25,12,Monday,November,11,Repeat
ORD001521,CUST00343,Bangalore,Rolls,131.84,52,2.9,2024-11-03,7,Sunday,November,11,Repeat
ORD001522,CUST00436,Mumbai,Burger,263.71,43,3.3,2024-12-28,8,Saturday,December,12,Repeat
ORD001523,CUST02306,Kolkata,Burger,303.28,23,4.9,2024-06-06,20,Thursday,June,6,Repeat
ORD001524,CUST00229,Mumbai,South Indian,220.78,29,3.7,2024-10-05,11,Saturday,October,10,Repeat
ORD001525,CUST02231,Bangalore,North Indian,360.67,29,3.5,2024-07-31,12,Wednesday,July,7,One-time
ORD001526,CUST00929,Mumbai,Biryani,358.95,23,5.0,2024-12-01,22,Sunday,December,12,Repeat
ORD001527,CUST02929,Pune,Biryani,326.19,43,3.8,2024-03-27,13,Wednesday,March,3,Repeat
ORD001528,CUST01155,Bangalore,Chinese,211.08,35,4.3,2024-03-01,19,Friday,March,3,Repeat
ORD001529,CUST00178,Delhi,Biryani,362.12,47,4.2,2024-09-28,20,Saturday,September,9,Repeat
ORD001530,CUST01742,Hyderabad,Chinese,344.32,30,3.3,2024-06-03,14,Monday,June,6,Repeat
ORD001531,CUST00426,Bangalore,North Indian,253.98,37,4.1,2024-07-07,21,Sunday,July,7,Repeat
ORD001532,CUST00313,Chennai,Burger,114.28,35,3.9,2024-03-17,12,Sunday,March,3,Repeat
ORD001533,CUST00606,Bangalore,Pizza,297.8,48,3.8,2024-09-01,11,Sunday,September,9,One-time
ORD001534,CUST01751,Ahmedabad,South Indian,292.06,33,4.4,2024-02-16,20,Friday,February,2,Repeat
ORD001535,CUST01578,Bangalore,North Indian,422.63,48,2.9,2024-09-03,16,Tuesday,September,9,Repeat
ORD001536,CUST02608,Bangalore,Burger,234.15,32,4.2,2024-11-30,16,Saturday,November,11,Repeat
ORD001537,CUST02251,Mumbai,North Indian,351.48,27,4.0,2024-09-29,20,Sunday,September,9,Repeat
ORD001538,CUST00343,Delhi,North Indian,148.51,49,3.2,2024-10-22,21,Tuesday,October,10,Repeat
ORD001539,CUST02880,Hyderabad,South Indian,223.07,32,4.5,2024-04-14,10,Sunday,April,4,Repeat
ORD001540,CUST02288,Mumbai,Biryani,110.44,35,3.7,2024-02-26,9,Monday,February,2,Repeat
ORD001541,CUST00571,Bangalore,Biryani,336.9,52,2.9,2024-10-09,16,Wednesday,October,10,Repeat
ORD001542,CUST00864,Pune,Biryani,453.32,39,4.5,2024-03-11,8,Monday,March,3,Repeat
ORD001543,CUST00108,Delhi,North Indian,249.96,28,4.6,2024-01-28,20,Sunday,January,1,Repeat
ORD001544,CUST00303,Mumbai,Chinese,309.77,20,3.8,2024-03-21,9,Thursday,March,3,Repeat
ORD001545,CUST00324,Bangalore,Biryani,416.71,43,3.2,2024-08-01,12,Thursday,August,8,Repeat
ORD001546,CUST00574,Chennai,Chinese,80.0,40,3.0,2024-06-02,21,Sunday,June,6,Repeat
ORD001547,CUST02642,Delhi,South Indian,109.05,15,4.7,2024-03-20,7,Wednesday,March,3,Repeat
ORD001548,CUST00711,Mumbai,Biryani,392.22,33,4.7,2024-08-04,17,Sunday,August,8,Repeat
ORD001549,CUST02914,Pune,Rolls,208.68,51,2.6,2024-09-13,20,Friday,September,9,Repeat
ORD001550,CUST00643,Bangalore,Biryani,376.72,19,4.0,2024-07-12,12,Friday,July,7,Repeat
ORD001551,CUST00868,Mumbai,Biryani,356.38,41,3.7,2024-07-19,11,Friday,July,7,One-time
ORD001552,CUST02837,Mumbai,South Indian,254.29,42,5.0,2024-11-24,22,Sunday,November,11,One-time
ORD001553,CUST00224,Chennai,Chinese,257.93,26,4.1,2024-04-09,19,Tuesday,April,4,Repeat
ORD001554,CUST01486,Delhi,Burger,199.86,50,3.3,2024-01-15,12,Monday,January,1,Repeat
ORD001555,CUST00437,Hyderabad,Chinese,240.41,30,4.3,2024-06-07,12,Friday,June,6,Repeat
ORD001556,CUST00133,Bangalore,Biryani,365.01,29,4.9,2024-10-18,19,Friday,October,10,Repeat
ORD001557,CUST01982,Hyderabad,South Indian,172.91,35,4.2,2024-06-07,9,Friday,June,6,One-time
ORD001558,CUST01157,Ahmedabad,North Indian,177.65,40,3.1,2024-06-10,21,Monday,June,6,Repeat
ORD001559,CUST00531,Delhi,Biryani,458.16,25,4.4,2024-07-27,18,Saturday,July,7,Repeat
ORD001560,CUST02057,Chennai,Biryani,485.05,44,3.8,2024-10-27,17,Sunday,October,10,One-time
ORD001561,CUST00154,Bangalore,Biryani,358.03,29,4.8,2024-08-25,7,Sunday,August,8,Repeat
ORD001562,CUST00949,Pune,Burger,206.28,25,4.4,2024-11-30,12,Saturday,November,11,Repeat
ORD001563,CUST02115,Ahmedabad,Chinese,224.27,25,3.1,2024-09-24,15,Tuesday,September,9,Repeat
ORD001564,CUST00538,Bangalore,South Indian,193.44,34,4.0,2024-08-08,10,Thursday,August,8,Repeat
ORD001565,CUST00856,Ahmedabad,Chinese,346.59,40,3.6,2024-03-19,17,Tuesday,March,3,One-time
ORD001566,CUST00062,Hyderabad,Burger,237.61,40,4.5,2024-10-07,11,Monday,October,10,Repeat
ORD001567,CUST00386,Mumbai,Biryani,392.0,30,3.3,2024-05-31,13,Friday,May,5,Repeat
ORD001568,CUST01489,Bangalore,Biryani,242.71,42,4.0,2024-12-29,14,Sunday,December,12,Repeat
ORD001569,CUST01049,Chennai,North Indian,343.3,34,4.7,2024-03-12,19,Tuesday,March,3,Repeat
ORD001570,CUST00163,Bangalore,South Indian,193.37,45,3.6,2024-07-28,20,Sunday,July,7,Repeat
ORD001571,CUST01806,Bangalore,Burger,211.98,41,3.9,2024-06-09,22,Sunday,June,6,One-time
ORD001572,CUST01844,Bangalore,Burger,272.31,36,3.8,2024-12-15,7,Sunday,December,12,Repeat
ORD001573,CUST01003,Delhi,Chinese,447.19,47,4.0,2024-03-20,14,Wednesday,March,3,Repeat
ORD001574,CUST00649,Delhi,Burger,256.99,45,3.9,2024-04-24,22,Wednesday,April,4,Repeat
ORD001575,CUST00383,Bangalore,North Indian,301.97,32,3.8,2024-09-30,17,Monday,September,9,Repeat
ORD001576,CUST00352,Hyderabad,Biryani,80.0,37,3.5,2024-07-22,13,Monday,July,7,Repeat
ORD001577,CUST01347,Hyderabad,South Indian,307.6,35,3.1,2024-11-05,22,Tuesday,November,11,Repeat
ORD001578,CUST01141,Mumbai,North Indian,296.26,25,4.3,2024-08-28,12,Wednesday,August,8,Repeat
ORD001579,CUST02328,Hyderabad,Chinese,300.37,45,3.1,2024-07-13,9,Saturday,July,7,Repeat
ORD001580,CUST01762,Ahmedabad,Biryani,383.23,21,4.5,2024-04-18,20,Thursday,April,4,Repeat
ORD001581,CUST01106,Bangalore,Biryani,429.29,40,3.7,2024-03-13,10,Wednesday,March,3,Repeat
ORD001582,CUST01222,Pune,North Indian,331.11,51,3.3,2024-08-02,21,Friday,August,8,Repeat
ORD001583,CUST00221,Hyderabad,Rolls,186.24,24,3.5,2024-06-24,14,Monday,June,6,Repeat
ORD001584,CUST00814,Bangalore,North Indian,307.34,46,3.4,2024-08-31,20,Saturday,August,8,One-time
ORD001585,CUST01790,Bangalore,Chinese,263.49,31,3.6,2024-07-18,18,Thursday,July,7,One-time
ORD001586,CUST02446,Hyderabad,Pizza,343.6,20,4.9,2024-10-23,15,Wednesday,October,10,Repeat
ORD001587,CUST01297,Hyderabad,Rolls,150.06,42,2.9,2024-03-16,21,Saturday,March,3,Repeat
ORD001588,CUST02761,Mumbai,North Indian,350.16,42,3.9,2024-01-02,12,Tuesday,January,1,Repeat
ORD001589,CUST01841,Delhi,Chinese,210.39,37,3.1,2024-01-19,12,Friday,January,1,Repeat
ORD001590,CUST02853,Mumbai,Biryani,355.99,45,4.1,2024-07-12,12,Friday,July,7,Repeat
ORD001591,CUST02784,Delhi,Biryani,381.44,25,4.4,2024-07-05,9,Friday,July,7,Repeat
ORD001592,CUST00511,Delhi,Chinese,281.36,15,4.7,2024-08-21,21,Wednesday,August,8,Repeat
ORD001593,CUST02222,Mumbai,Desserts,149.09,47,2.9,2024-06-20,8,Thursday,June,6,Repeat
ORD001594,CUST01755,Bangalore,North Indian,80.0,38,3.9,2024-03-24,22,Sunday,March,3,Repeat
ORD001595,CUST02702,Delhi,North Indian,173.2,25,5.0,2024-05-25,11,Saturday,May,5,Repeat
ORD001596,CUST00426,Hyderabad,Biryani,350.97,42,3.3,2024-07-29,7,Monday,July,7,Repeat
ORD001597,CUST01820,Mumbai,Burger,119.36,33,3.7,2024-12-07,22,Saturday,December,12,Repeat
ORD001598,CUST00913,Chennai,North Indian,270.01,34,4.0,2024-02-28,14,Wednesday,February,2,Repeat
ORD001599,CUST01437,Ahmedabad,Rolls,173.24,22,4.4,2024-07-30,20,Tuesday,July,7,One-time
ORD001600,CUST01622,Hyderabad,South Indian,112.78,15,4.6,2024-04-24,21,Wednesday,April,4,Repeat
ORD001601,CUST02698,Bangalore,Burger,281.69,34,3.0,2024-07-31,10,Wednesday,July,7,Repeat
ORD001602,CUST01699,Hyderabad,Biryani,312.75,32,2.9,2024-07-10,18,Wednesday,July,7,One-time
ORD001603,CUST02458,Bangalore,Biryani,309.79,42,4.5,2024-10-19,13,Saturday,October,10,Repeat
ORD001604,CUST01604,Hyderabad,Chinese,250.64,43,2.5,2024-01-27,19,Saturday,January,1,Repeat
ORD001605,CUST00528,Kolkata,North Indian,349.46,27,4.1,2024-03-29,21,Friday,March,3,Repeat
ORD001606,CUST00649,Mumbai,Biryani,356.46,48,3.0,2024-03-05,22,Tuesday,March,3,Repeat
ORD001607,CUST02570,Kolkata,Burger,289.23,32,3.8,2024-03-22,13,Friday,March,3,Repeat
ORD001608,CUST00383,Hyderabad,Biryani,362.53,27,4.0,2024-10-30,11,Wednesday,October,10,Repeat
ORD001609,CUST01567,Hyderabad,Pizza,314.99,37,3.8,2024-08-20,15,Tuesday,August,8,Repeat
ORD001610,CUST00982,Delhi,South Indian,263.89,44,3.0,2024-04-09,20,Tuesday,April,4,Repeat
ORD001611,CUST01549,Chennai,Chinese,340.81,23,4.4,2024-05-20,8,Monday,May,5,Repeat
ORD001612,CUST00095,Delhi,Chinese,323.38,16,4.2,2024-02-22,7,Thursday,February,2,Repeat
ORD001613,CUST00581,Bangalore,Rolls,158.92,27,4.8,2024-02-17,9,Saturday,February,2,Repeat
ORD001614,CUST00852,Bangalore,North Indian,250.97,27,4.0,2024-01-12,22,Friday,January,1,Repeat
ORD001615,CUST00313,Hyderabad,North Indian,351.42,34,4.5,2024-06-09,17,Sunday,June,6,Repeat
ORD001616,CUST00660,Hyderabad,Biryani,430.44,15,3.9,2024-04-01,20,Monday,April,4,Repeat
ORD001617,CUST00129,Hyderabad,South Indian,189.1,40,2.1,2024-06-26,19,Wednesday,June,6,Repeat
ORD001618,CUST02138,Chennai,Rolls,294.71,40,3.8,2024-04-08,18,Monday,April,4,Repeat
ORD001619,CUST02122,Mumbai,Biryani,492.25,58,3.9,2024-07-05,8,Friday,July,7,One-time
ORD001620,CUST01342,Hyderabad,Biryani,470.14,36,3.7,2024-12-20,14,Friday,December,12,One-time
ORD001621,CUST01973,Hyderabad,Biryani,334.8,27,3.5,2024-12-28,14,Saturday,December,12,Repeat
ORD001622,CUST02031,Mumbai,Rolls,119.22,34,2.8,2024-04-08,20,Monday,April,4,Repeat
ORD001623,CUST02939,Bangalore,North Indian,314.32,35,3.9,2024-10-25,19,Friday,October,10,Repeat
ORD001624,CUST00679,Chennai,Desserts,130.42,66,4.0,2024-09-06,22,Friday,September,9,Repeat
ORD001625,CUST02443,Chennai,Burger,172.22,37,3.4,2024-11-14,10,Thursday,November,11,Repeat
ORD001626,CUST00819,Mumbai,South Indian,164.2,22,4.3,2024-11-19,17,Tuesday,November,11,Repeat
ORD001627,CUST00139,Ahmedabad,South Indian,182.52,45,4.2,2024-07-28,21,Sunday,July,7,Repeat
ORD001628,CUST00123,Hyderabad,Burger,335.87,26,4.3,2024-08-07,15,Wednesday,August,8,Repeat
ORD001629,CUST00298,Hyderabad,South Indian,254.78,30,3.4,2024-03-15,11,Friday,March,3,Repeat
ORD001630,CUST01305,Delhi,Pizza,448.76,37,4.1,2024-04-19,21,Friday,April,4,Repeat
ORD001631,CUST00953,Mumbai,North Indian,238.34,23,3.7,2024-11-04,12,Monday,November,11,Repeat
ORD001632,CUST02298,Bangalore,Chinese,271.32,24,4.0,2024-12-09,10,Monday,December,12,Repeat
ORD001633,CUST01783,Bangalore,South Indian,127.13,24,4.4,2024-04-10,10,Wednesday,April,4,One-time
ORD001634,CUST00192,Ahmedabad,North Indian,345.28,31,3.3,2024-03-04,21,Monday,March,3,One-time
ORD001635,CUST01569,Bangalore,Biryani,282.4,31,4.3,2024-01-10,19,Wednesday,January,1,One-time
ORD001636,CUST01892,Bangalore,Burger,308.02,30,3.2,2024-07-25,7,Thursday,July,7,Repeat
ORD001637,CUST02642,Hyderabad,North Indian,320.09,27,3.6,2024-07-31,14,Wednesday,July,7,Repeat
ORD001638,CUST01417,Mumbai,North Indian,399.4,43,3.7,2024-06-09,19,Sunday,June,6,Repeat
ORD001639,CUST01223,Delhi,North Indian,204.61,37,4.4,2024-11-24,11,Sunday,November,11,Repeat
ORD001640,CUST01532,Kolkata,Biryani,344.31,49,4.3,2024-04-24,7,Wednesday,April,4,Repeat
ORD001641,CUST00431,Ahmedabad,Burger,353.98,38,4.1,2024-08-11,11,Sunday,August,8,One-time
ORD001642,CUST02966,Kolkata,South Indian,297.78,39,3.4,2024-10-02,21,Wednesday,October,10,Repeat
ORD001643,CUST00216,Bangalore,Pizza,284.12,37,3.0,2024-02-26,9,Monday,February,2,Repeat
ORD001644,CUST01081,Bangalore,Chinese,269.97,46,2.3,2024-07-13,20,Saturday,July,7,Repeat
ORD001645,CUST00565,Delhi,Biryani,525.78,46,3.3,2024-06-12,19,Wednesday,June,6,Repeat
ORD001646,CUST01693,Delhi,Chinese,318.04,35,4.5,2024-09-24,22,Tuesday,September,9,Repeat
ORD001647,CUST02008,Ahmedabad,South Indian,274.05,21,4.4,2024-09-04,13,Wednesday,September,9,Repeat
ORD001648,CUST01214,Chennai,South Indian,208.69,36,3.3,2024-05-04,21,Saturday,May,5,One-time
ORD001649,CUST00844,Delhi,Biryani,546.07,45,3.2,2024-09-10,7,Tuesday,September,9,Repeat
ORD001650,CUST00886,Mumbai,North Indian,199.9,31,4.1,2024-09-06,8,Friday,September,9,Repeat
ORD001651,CUST02419,Chennai,North Indian,318.02,48,4.0,2024-06-09,14,Sunday,June,6,One-time
ORD001652,CUST01860,Delhi,Burger,310.6,38,2.9,2024-02-24,13,Saturday,February,2,One-time
ORD001653,CUST01490,Bangalore,North Indian,285.32,46,3.5,2024-11-13,22,Wednesday,November,11,Repeat
ORD001654,CUST00282,Bangalore,Biryani,427.79,32,3.2,2024-06-06,19,Thursday,June,6,One-time
ORD001655,CUST00419,Hyderabad,Burger,242.29,38,3.3,2024-02-26,14,Monday,February,2,One-time
ORD001656,CUST01093,Hyderabad,Chinese,263.5,26,4.7,2024-08-19,19,Monday,August,8,Repeat
ORD001657,CUST02255,Hyderabad,North Indian,277.92,50,4.4,2024-03-18,22,Monday,March,3,Repeat
ORD001658,CUST01367,Hyderabad,South Indian,215.54,25,2.7,2024-02-20,10,Tuesday,February,2,Repeat
ORD001659,CUST01731,Hyderabad,Biryani,240.16,21,4.9,2024-03-31,18,Sunday,March,3,Repeat
ORD001660,CUST02022,Mumbai,Biryani,391.0,39,2.4,2024-01-26,11,Friday,January,1,Repeat
ORD001661,CUST00472,Hyderabad,Biryani,266.19,44,3.8,2024-05-16,11,Thursday,May,5,Repeat
ORD001662,CUST00928,Pune,Chinese,269.7,41,4.7,2024-07-26,19,Friday,July,7,Repeat
ORD001663,CUST02834,Bangalore,Biryani,359.0,36,3.9,2024-04-14,21,Sunday,April,4,Repeat
ORD001664,CUST02443,Bangalore,Biryani,607.25,15,4.6,2024-04-04,22,Thursday,April,4,Repeat
ORD001665,CUST01251,Pune,Chinese,271.96,41,3.3,2024-03-28,19,Thursday,March,3,Repeat
ORD001666,CUST00768,Bangalore,North Indian,296.33,42,5.0,2024-01-07,16,Sunday,January,1,One-time
ORD001667,CUST00086,Hyderabad,South Indian,264.44,27,3.7,2024-02-09,11,Friday,February,2,Repeat
ORD001668,CUST01443,Ahmedabad,Chinese,248.26,17,4.0,2024-09-07,17,Saturday,September,9,Repeat
ORD001669,CUST00186,Pune,Chinese,331.3,22,4.7,2024-05-28,18,Tuesday,May,5,Repeat
ORD001670,CUST00686,Chennai,Pizza,359.02,28,3.9,2024-02-21,21,Wednesday,February,2,Repeat
ORD001671,CUST02010,Chennai,Desserts,209.94,42,3.7,2024-05-11,14,Saturday,May,5,Repeat
ORD001672,CUST01880,Hyderabad,South Indian,206.93,36,3.5,2024-12-29,22,Sunday,December,12,Repeat
ORD001673,CUST01106,Delhi,Pizza,151.62,55,3.5,2024-01-11,14,Thursday,January,1,Repeat
ORD001674,CUST00903,Delhi,Biryani,417.82,34,3.4,2024-09-11,10,Wednesday,September,9,Repeat
ORD001675,CUST00846,Chennai,Biryani,362.34,19,5.0,2024-07-12,14,Friday,July,7,Repeat
ORD001676,CUST02568,Delhi,Rolls,124.45,25,3.7,2024-08-18,18,Sunday,August,8,Repeat
ORD001677,CUST01087,Kolkata,South Indian,290.84,35,3.1,2024-06-18,22,Tuesday,June,6,One-time
ORD001678,CUST01267,Hyderabad,Chinese,367.8,42,4.0,2024-12-25,19,Wednesday,December,12,Repeat
ORD001679,CUST01864,Mumbai,Pizza,377.26,59,4.6,2024-06-26,19,Wednesday,June,6,One-time
ORD001680,CUST02808,Hyderabad,Chinese,231.93,51,3.7,2024-09-24,19,Tuesday,September,9,One-time
ORD001681,CUST02722,Hyderabad,North Indian,337.43,18,4.0,2024-02-03,10,Saturday,February,2,One-time
ORD001682,CUST00168,Hyderabad,Burger,199.2,43,4.3,2024-03-04,9,Monday,March,3,Repeat
ORD001683,CUST01763,Bangalore,Burger,120.34,35,4.5,2024-01-26,21,Friday,January,1,One-time
ORD001684,CUST01161,Chennai,North Indian,286.0,42,3.9,2024-10-14,11,Monday,October,10,Repeat
ORD001685,CUST01109,Hyderabad,Pizza,347.33,32,3.1,2024-08-09,11,Friday,August,8,Repeat
ORD001686,CUST00897,Hyderabad,Rolls,129.53,42,3.7,2024-05-07,20,Tuesday,May,5,Repeat
ORD001687,CUST01731,Bangalore,Rolls,173.77,31,3.7,2024-05-13,19,Monday,May,5,Repeat
ORD001688,CUST00710,Mumbai,Chinese,353.28,32,3.1,2024-06-14,12,Friday,June,6,Repeat
ORD001689,CUST00818,Bangalore,North Indian,355.77,33,3.9,2024-04-12,19,Friday,April,4,Repeat
ORD001690,CUST02322,Kolkata,North Indian,420.57,35,4.0,2024-04-03,22,Wednesday,April,4,One-time
ORD001691,CUST00568,Mumbai,Chinese,197.48,33,4.2,2024-09-14,21,Saturday,September,9,Repeat
ORD001692,CUST01919,Bangalore,North Indian,183.35,37,3.8,2024-07-29,19,Monday,July,7,Repeat
ORD001693,CUST01725,Hyderabad,Biryani,383.92,45,3.8,2024-06-03,19,Monday,June,6,One-time
ORD001694,CUST01529,Hyderabad,North Indian,410.86,25,4.1,2024-10-16,10,Wednesday,October,10,Repeat
ORD001695,CUST01609,Hyderabad,Chinese,285.91,24,4.6,2024-08-24,18,Saturday,August,8,Repeat
ORD001696,CUST00223,Hyderabad,South Indian,347.86,35,4.1,2024-11-28,7,Thursday,November,11,Repeat
ORD001697,CUST01191,Mumbai,Chinese,285.92,28,2.8,2024-02-01,11,Thursday,February,2,Repeat
ORD001698,CUST00840,Mumbai,Chinese,230.6,21,5.0,2024-09-10,12,Tuesday,September,9,One-time
ORD001699,CUST02574,Bangalore,Desserts,145.68,32,4.4,2024-01-04,19,Thursday,January,1,Repeat
ORD001700,CUST00823,Hyderabad,Biryani,273.43,27,4.0,2024-11-05,18,Tuesday,November,11,One-time
ORD001701,CUST01013,Hyderabad,North Indian,377.16,40,3.8,2024-09-15,19,Sunday,September,9,One-time
ORD001702,CUST00499,Bangalore,North Indian,305.86,39,3.8,2024-04-04,18,Thursday,April,4,One-time
ORD001703,CUST02510,Delhi,Burger,185.63,35,3.2,2024-11-11,12,Monday,November,11,Repeat
ORD001704,CUST00089,Hyderabad,Burger,255.07,30,5.0,2024-12-02,12,Monday,December,12,Repeat
ORD001705,CUST01968,Bangalore,Chinese,277.21,21,4.0,2024-10-28,21,Monday,October,10,One-time
ORD001706,CUST01581,Delhi,Biryani,429.34,52,3.1,2024-08-01,12,Thursday,August,8,One-time
ORD001707,CUST01161,Mumbai,Chinese,169.23,43,2.8,2024-01-06,10,Saturday,January,1,Repeat
ORD001708,CUST02665,Kolkata,Chinese,249.47,32,3.8,2024-01-22,15,Monday,January,1,Repeat
ORD001709,CUST01917,Pune,North Indian,351.69,28,3.8,2024-01-05,15,Friday,January,1,Repeat
ORD001710,CUST02062,Hyderabad,Rolls,179.36,36,3.8,2024-09-25,19,Wednesday,September,9,Repeat
ORD001711,CUST02687,Hyderabad,Chinese,310.52,43,3.9,2024-10-15,20,Tuesday,October,10,Repeat
ORD001712,CUST02697,Bangalore,North Indian,334.02,19,4.2,2024-11-26,22,Tuesday,November,11,Repeat
ORD001713,CUST02700,Hyderabad,Pizza,358.36,42,3.2,2024-09-16,18,Monday,September,9,Repeat
ORD001714,CUST00531,Delhi,Chinese,233.87,29,4.2,2024-10-24,22,Thursday,October,10,Repeat
ORD001715,CUST00185,Hyderabad,Pizza,402.71,31,4.4,2024-04-28,7,Sunday,April,4,Repeat
ORD001716,CUST02783,Mumbai,Pizza,329.88,34,3.7,2024-05-01,8,Wednesday,May,5,Repeat
ORD001717,CUST01574,Chennai,North Indian,356.0,38,5.0,2024-02-02,9,Friday,February,2,Repeat
ORD001718,CUST00154,Pune,Biryani,299.04,40,3.4,2024-07-10,10,Wednesday,July,7,Repeat
ORD001719,CUST00713,Bangalore,Chinese,219.15,35,3.9,2024-07-12,12,Friday,July,7,Repeat
ORD001720,CUST01035,Mumbai,Chinese,484.27,33,3.2,2024-04-25,12,Thursday,April,4,One-time
ORD001721,CUST02165,Chennai,Biryani,405.94,15,4.1,2024-10-25,7,Friday,October,10,Repeat
ORD001722,CUST00137,Pune,Rolls,180.72,43,4.2,2024-07-03,19,Wednesday,July,7,Repeat
ORD001723,CUST00295,Bangalore,Chinese,244.75,33,3.4,2024-11-24,20,Sunday,November,11,Repeat
ORD001724,CUST00850,Delhi,North Indian,215.4,38,3.0,2024-06-29,20,Saturday,June,6,Repeat
ORD001725,CUST00276,Mumbai,Chinese,250.98,25,4.3,2024-02-06,12,Tuesday,February,2,Repeat
ORD001726,CUST02119,Bangalore,Biryani,551.14,22,2.9,2024-04-28,9,Sunday,April,4,One-time
ORD001727,CUST00918,Pune,South Indian,213.13,35,3.9,2024-05-08,21,Wednesday,May,5,One-time
ORD001728,CUST00647,Ahmedabad,Biryani,337.6,33,4.1,2024-10-21,13,Monday,October,10,Repeat
ORD001729,CUST02534,Hyderabad,Chinese,352.83,15,4.0,2024-02-26,14,Monday,February,2,Repeat
ORD001730,CUST00123,Hyderabad,North Indian,316.04,26,5.0,2024-04-12,19,Friday,April,4,Repeat
ORD001731,CUST00837,Mumbai,Pizza,269.17,35,4.1,2024-12-05,10,Thursday,December,12,Repeat
